rating,customerID,date,productID,quantityBought
3,88790,15/06/2021,18,1
3,88790,15/06/2021,18,1
3,88790,15/06/2021,18,2
3,88790,15/06/2021,19,1
5,46037,15/06/2021,19,1
3,46037,15/06/2021,19,1
3,88791,15/06/2021,19,1
5,88791,15/06/2021,19,3
4,88791,15/06/2021,19,2
3,73058,16/06/2021,19,1
5,73058,16/06/2021,19,1
5,73058,16/06/2021,19,1
4,73058,16/06/2021,19,1
5,73058,16/06/2021,19,1
3,73058,16/06/2021,19,1
4,73058,16/06/2021,19,1
3,73058,16/06/2021,19,2
5,73058,16/06/2021,19,1
3,88796,16/06/2021,19,4
5,88796,16/06/2021,19,1
4,70908,16/06/2021,19,1
4,70908,16/06/2021,19,1
3,65813,16/06/2021,19,2
3,65813,16/06/2021,19,1
4,65813,16/06/2021,19,1
4,65813,16/06/2021,19,1
4,87451,16/06/2021,19,1
4,87451,16/06/2021,19,1
4,87451,16/06/2021,19,2
5,87451,16/06/2021,19,1
5,87451,16/06/2021,19,2
5,85544,16/06/2021,19,3
3,85544,16/06/2021,19,1
3,88799,16/06/2021,19,1
3,88799,16/06/2021,19,1
4,88799,16/06/2021,19,1
3,81307,16/06/2021,19,1
5,81307,16/06/2021,19,10
3,59960,16/06/2021,19,1
5,88795,16/06/2021,19,2
5,88795,16/06/2021,19,1
5,88795,16/06/2021,19,1
3,88779,16/06/2021,19,1
5,88779,16/06/2021,19,1
5,88779,16/06/2021,19,1
4,88779,16/06/2021,20,1
4,88779,16/06/2021,20,1
4,88779,16/06/2021,20,1
4,88779,16/06/2021,20,1
3,88779,16/06/2021,20,1
5,88779,16/06/2021,20,1
4,88779,16/06/2021,20,1
5,88779,16/06/2021,20,1
5,88779,16/06/2021,20,1
3,88779,16/06/2021,20,1
4,88779,16/06/2021,20,1
3,88779,16/06/2021,20,1
5,88779,16/06/2021,20,1
4,88779,16/06/2021,20,1
3,88779,16/06/2021,20,1
4,88779,16/06/2021,33,1
4,88779,16/06/2021,33,1
3,88779,16/06/2021,33,1
5,88481,16/06/2021,35,1
3,81307,16/06/2021,35,1
5,73421,17/06/2021,38,1
2,73421,17/06/2021,39,1
1,52637,17/06/2021,39,1
2,52637,17/06/2021,39,1
1,76687,17/06/2021,39,1
3,76687,17/06/2021,39,1
3,76687,17/06/2021,39,1
1,76687,17/06/2021,39,1
1,38202,17/06/2021,39,1
1,24287,17/06/2021,39,1
2,40033,17/06/2021,39,1
2,32569,17/06/2021,39,2
2,32569,17/06/2021,39,2
3,35602,17/06/2021,39,1
2,30611,17/06/2021,39,1
2,30611,17/06/2021,39,1
2,56333,17/06/2021,39,1
3,35136,17/06/2021,39,1
5,35136,17/06/2021,55,1
4,35136,17/06/2021,57,1
4,38184,17/06/2021,57,1
3,72765,17/06/2021,57,1
4,10572,17/06/2021,57,1
5,18160,17/06/2021,57,1
3,54556,17/06/2021,59,1
2,87619,16/06/2021,59,1
1,87619,16/06/2021,59,1
2,87619,16/06/2021,59,1
1,88800,16/06/2021,59,1
2,77463,16/06/2021,59,1
1,77463,16/06/2021,59,1
2,77463,16/06/2021,59,1
1,77463,16/06/2021,59,1
1,87861,17/06/2021,59,1
3,87861,17/06/2021,59,1
1,87861,17/06/2021,59,1
1,87861,17/06/2021,59,1
1,87861,17/06/2021,59,1
2,52657,17/06/2021,59,1
3,88802,17/06/2021,74,1
5,73654,17/06/2021,74,1
4,33618,17/06/2021,74,2
5,76456,17/06/2021,74,1
4,27853,17/06/2021,74,1
5,58561,17/06/2021,74,1
4,72683,17/06/2021,74,1
5,85874,17/06/2021,74,2
4,85874,17/06/2021,74,1
3,39731,17/06/2021,74,3
5,39731,17/06/2021,74,3
3,58647,17/06/2021,74,1
4,88800,16/06/2021,74,1
4,84216,16/06/2021,74,1
4,84216,16/06/2021,74,1
4,68250,16/06/2021,74,1
4,68250,16/06/2021,74,1
3,68250,16/06/2021,78,1
4,68250,16/06/2021,78,1
5,88801,17/06/2021,78,1
3,88801,17/06/2021,78,1
5,88802,17/06/2021,78,1
5,77176,17/06/2021,78,1
5,77176,17/06/2021,78,1
3,77176,17/06/2021,78,1
5,77176,17/06/2021,78,1
4,77176,17/06/2021,78,1
5,63548,17/06/2021,78,1
4,58647,17/06/2021,78,1
5,49075,17/06/2021,78,1
5,19766,17/06/2021,81,1
3,19766,17/06/2021,81,1
4,19766,17/06/2021,81,1
4,19766,17/06/2021,81,1
5,49276,17/06/2021,81,1
4,19766,17/06/2021,103,1
5,19766,17/06/2021,103,1
3,19766,17/06/2021,103,1
3,19766,17/06/2021,103,1
4,83172,17/06/2021,103,1
3,69824,17/06/2021,103,1
5,69824,17/06/2021,103,1
3,47433,17/06/2021,103,1
3,78109,17/06/2021,104,1
3,48954,17/06/2021,104,1
5,74613,17/06/2021,104,1
3,74613,17/06/2021,104,1
3,48954,17/06/2021,104,1
5,43703,17/06/2021,104,1
3,76262,17/06/2021,104,1
4,63505,17/06/2021,104,1
3,77427,17/06/2021,104,1
4,66096,17/06/2021,104,1
4,66096,17/06/2021,104,1
5,54346,17/06/2021,104,1
4,54346,17/06/2021,104,1
3,54346,17/06/2021,104,1
5,54346,17/06/2021,104,1
5,77266,17/06/2021,104,1
4,54346,17/06/2021,104,1
3,54346,17/06/2021,104,1
5,54346,17/06/2021,104,1
5,54346,17/06/2021,104,1
2,28142,17/06/2021,105,1
2,77577,17/06/2021,105,1
1,20394,17/06/2021,105,1
2,20394,17/06/2021,105,1
3,20394,17/06/2021,105,2
2,11328,17/06/2021,105,1
3,35711,17/06/2021,105,1
2,33101,17/06/2021,105,1
3,33101,17/06/2021,105,1
2,33101,17/06/2021,105,1
2,33101,17/06/2021,105,1
3,43703,17/06/2021,105,1
2,43703,17/06/2021,105,1
1,77577,17/06/2021,105,1
2,54791,17/06/2021,105,2
3,53982,17/06/2021,105,1
2,28142,17/06/2021,105,1
3,64681,17/06/2021,105,1
1,15940,17/06/2021,105,2
3,52637,17/06/2021,105,1
3,52637,17/06/2021,105,1
3,77114,17/06/2021,105,1
2,40033,17/06/2021,105,1
2,40033,17/06/2021,105,1
1,16193,17/06/2021,105,1
2,71419,17/06/2021,105,1
1,71419,17/06/2021,105,1
1,71419,17/06/2021,105,1
3,23701,17/06/2021,105,4
2,5286,17/06/2021,105,1
1,63105,17/06/2021,105,1
1,29356,17/06/2021,105,1
1,25985,17/06/2021,105,1
3,25985,17/06/2021,105,1
2,61764,17/06/2021,105,1
4,36021,17/06/2021,111,1
3,72706,17/06/2021,111,1
3,52040,17/06/2021,111,1
3,23685,17/06/2021,111,1
5,42269,17/06/2021,111,1
4,42269,17/06/2021,111,1
5,72118,17/06/2021,111,1
5,78845,17/06/2021,111,1
5,56539,17/06/2021,111,1
5,14944,17/06/2021,123,1
5,14944,17/06/2021,123,1
4,82105,17/06/2021,123,1
5,41845,17/06/2021,123,1
3,41845,17/06/2021,123,1
4,51452,17/06/2021,123,1
5,51452,17/06/2021,123,1
5,61541,17/06/2021,123,1
4,61541,17/06/2021,123,1
3,39164,17/06/2021,123,1
5,69113,17/06/2021,123,1
4,69113,17/06/2021,123,1
5,69113,17/06/2021,123,1
4,34873,17/06/2021,123,1
5,20216,17/06/2021,123,1
3,36021,17/06/2021,123,1
5,52505,17/06/2021,123,1
3,30596,17/06/2021,123,1
5,30596,17/06/2021,123,1
3,73903,17/06/2021,123,1
3,64869,17/06/2021,123,1
5,17226,17/06/2021,123,1
4,17226,17/06/2021,123,1
4,38828,17/06/2021,123,1
3,38828,17/06/2021,123,1
4,74118,17/06/2021,123,1
4,74118,17/06/2021,123,1
5,74118,17/06/2021,123,1
5,38828,17/06/2021,123,1
5,29178,17/06/2021,123,1
3,75099,17/06/2021,123,1
5,74118,17/06/2021,123,1
4,11681,17/06/2021,123,1
3,11681,17/06/2021,123,1
4,11681,17/06/2021,123,1
5,11681,17/06/2021,123,1
5,38336,17/06/2021,123,1
5,77290,17/06/2021,123,1
4,52425,17/06/2021,123,1
5,52425,17/06/2021,123,1
5,71752,17/06/2021,123,1
3,84911,17/06/2021,123,1
5,19162,17/06/2021,123,1
4,19162,17/06/2021,123,1
3,72118,17/06/2021,123,1
4,52425,17/06/2021,123,1
3,73088,17/06/2021,123,1
3,77098,17/06/2021,123,1
5,25776,17/06/2021,123,1
5,77098,17/06/2021,123,1
5,25766,17/06/2021,123,1
3,76949,17/06/2021,123,1
5,76949,17/06/2021,123,1
3,76949,17/06/2021,123,1
3,76949,17/06/2021,123,1
4,76949,17/06/2021,123,1
4,76949,17/06/2021,152,1
3,83797,17/06/2021,152,1
5,35860,17/06/2021,152,1
3,35860,17/06/2021,152,1
3,76786,17/06/2021,152,1
5,88621,17/06/2021,152,1
4,87785,17/06/2021,152,1
5,84157,17/06/2021,209,1
5,84157,17/06/2021,209,1
3,84141,17/06/2021,209,1
5,84141,17/06/2021,209,1
4,33786,17/06/2021,209,1
4,34682,17/06/2021,209,1
4,34682,17/06/2021,209,1
3,69113,17/06/2021,209,1
4,69113,17/06/2021,209,1
4,69113,17/06/2021,209,1
4,69113,17/06/2021,209,1
3,69113,17/06/2021,209,1
3,69113,17/06/2021,209,1
3,69113,17/06/2021,209,1
5,69113,17/06/2021,209,1
5,63249,17/06/2021,209,1
4,63579,17/06/2021,209,1
5,25968,17/06/2021,209,1
4,25968,17/06/2021,209,1
4,87656,17/06/2021,209,1
5,25968,17/06/2021,209,1
4,25968,17/06/2021,209,1
5,87656,17/06/2021,209,1
5,28626,17/06/2021,209,1
5,71650,17/06/2021,209,1
3,47477,17/06/2021,209,1
4,83252,17/06/2021,209,1
5,63435,17/06/2021,209,1
3,63437,17/06/2021,209,1
5,77535,17/06/2021,209,1
4,71952,17/06/2021,209,1
3,71952,17/06/2021,209,1
5,71952,17/06/2021,209,1
4,58768,17/06/2021,209,1
4,15128,17/06/2021,209,1
4,23876,17/06/2021,210,1
4,32471,17/06/2021,210,1
4,54228,17/06/2021,210,1
4,45278,17/06/2021,210,1
3,73852,17/06/2021,210,1
4,65581,17/06/2021,210,1
3,65581,17/06/2021,210,1
5,65581,17/06/2021,210,1
3,23070,17/06/2021,221,1
5,23070,17/06/2021,225,1
3,35533,17/06/2021,225,1
3,35533,17/06/2021,225,1
5,35533,17/06/2021,225,1
3,35533,17/06/2021,225,1
5,67535,17/06/2021,225,1
4,74428,17/06/2021,228,1
3,72687,17/06/2021,232,1
4,72687,17/06/2021,232,1
5,88806,17/06/2021,232,1
5,77815,17/06/2021,232,1
3,87356,15/03/2021,232,1
5,10826,15/03/2021,232,1
3,83489,15/03/2021,232,1
5,83489,15/03/2021,233,1
4,86361,15/03/2021,233,1
4,86361,15/03/2021,233,1
3,87359,15/03/2021,233,1
3,87359,15/03/2021,233,1
5,87359,15/03/2021,233,1
4,71001,15/03/2021,233,1
5,71001,15/03/2021,233,1
3,82328,15/03/2021,233,1
3,82328,15/03/2021,233,1
4,87361,15/03/2021,233,1
5,77527,15/03/2021,233,1
3,77527,15/03/2021,233,1
4,77527,15/03/2021,233,1
3,77527,15/03/2021,233,1
5,77527,15/03/2021,233,1
5,45695,16/03/2021,233,1
4,45695,16/03/2021,233,1
3,45695,16/03/2021,233,1
4,45695,16/03/2021,233,1
4,45695,16/03/2021,233,1
3,45695,16/03/2021,233,1
3,76511,15/03/2021,233,1
3,80467,15/03/2021,233,1
4,80467,15/03/2021,235,1
5,72828,15/03/2021,235,1
5,72828,15/03/2021,237,1
3,72828,15/03/2021,237,1
3,72828,15/03/2021,237,1
5,72828,15/03/2021,237,1
4,83987,15/03/2021,237,1
5,83987,15/03/2021,237,1
3,83987,15/03/2021,237,1
5,83987,15/03/2021,304,1
4,71125,15/03/2021,323,1
5,71125,15/03/2021,394,1
3,71125,15/03/2021,394,1
4,71125,15/03/2021,411,1
5,54135,15/03/2021,411,1
3,54135,15/03/2021,411,1
5,87363,16/03/2021,411,1
3,87363,16/03/2021,411,1
3,58570,16/03/2021,558,1
1,58570,16/03/2021,573,1
1,58570,16/03/2021,573,1
2,58570,16/03/2021,573,1
1,87364,16/03/2021,573,1
2,87364,16/03/2021,573,1
2,50154,16/03/2021,573,1
2,50154,16/03/2021,573,1
3,45695,16/03/2021,573,1
2,45695,16/03/2021,573,1
2,45695,16/03/2021,573,1
2,54479,16/03/2021,573,1
2,54479,16/03/2021,573,1
3,54479,16/03/2021,573,1
3,35152,16/03/2021,573,1
2,65737,16/03/2021,573,1
2,65737,16/03/2021,573,1
3,54556,16/03/2021,573,1
2,54556,16/03/2021,573,1
2,54556,16/03/2021,573,1
1,86176,16/03/2021,573,1
3,86176,16/03/2021,574,1
2,67801,16/03/2021,574,1
2,67801,16/03/2021,574,1
1,67801,16/03/2021,574,1
3,86292,16/03/2021,574,1
3,86292,16/03/2021,574,1
1,87368,16/03/2021,574,1
1,59964,16/03/2021,574,1
1,59964,16/03/2021,574,1
1,59964,16/03/2021,574,1
1,59964,16/03/2021,574,1
2,86350,16/03/2021,574,1
3,86350,16/03/2021,574,1
2,86350,16/03/2021,574,1
1,39599,16/03/2021,574,1
1,82231,16/03/2021,574,1
5,18415,16/03/2021,579,1
3,18415,16/03/2021,579,1
5,18415,16/03/2021,579,1
5,18415,16/03/2021,600,1
4,28634,16/03/2021,600,1
5,87370,16/03/2021,600,1
3,71376,16/03/2021,600,1
5,71376,16/03/2021,600,1
4,71376,16/03/2021,600,1
4,71376,16/03/2021,600,1
4,71376,16/03/2021,600,1
4,87371,16/03/2021,600,1
3,87372,16/03/2021,600,1
4,87373,16/03/2021,600,1
3,87373,16/03/2021,600,1
4,86174,16/03/2021,600,1
4,80168,16/03/2021,600,1
5,20690,16/03/2021,600,1
5,20690,16/03/2021,600,1
5,61541,16/03/2021,600,1
4,83767,16/03/2021,600,1
4,26554,16/03/2021,600,1
4,53982,16/03/2021,600,1
4,80845,16/03/2021,600,1
3,80845,16/03/2021,600,1
3,61541,16/03/2021,600,1
4,61541,16/03/2021,600,1
4,43517,16/03/2021,600,1
4,43517,16/03/2021,600,1
4,43517,16/03/2021,600,1
3,78845,16/03/2021,600,1
5,78845,16/03/2021,600,1
3,78845,16/03/2021,600,1
4,78845,16/03/2021,600,1
4,23701,16/03/2021,600,1
3,23701,16/03/2021,600,1
5,23701,16/03/2021,600,1
4,23701,16/03/2021,701,1
5,23701,16/03/2021,701,1
3,78109,16/03/2021,704,1
3,78109,16/03/2021,713,1
4,33874,17/03/2021,713,1
3,87377,17/03/2021,713,1
3,87377,17/03/2021,782,1
3,87377,17/03/2021,782,1
3,28142,17/03/2021,783,1
4,50154,16/03/2021,783,1
3,50154,16/03/2021,800,1
5,50154,16/03/2021,800,1
3,50154,16/03/2021,800,1
5,50154,16/03/2021,800,1
5,50154,16/03/2021,800,1
5,84819,16/03/2021,800,1
4,84819,16/03/2021,800,1
5,84819,16/03/2021,800,1
4,83577,16/03/2021,800,1
5,83577,16/03/2021,800,2
3,83577,16/03/2021,800,1
5,83577,16/03/2021,800,1
3,84775,16/03/2021,800,1
4,84775,16/03/2021,800,1
3,84775,16/03/2021,800,1
3,84775,16/03/2021,800,1
3,84775,16/03/2021,800,1
4,84775,16/03/2021,800,1
5,85895,16/03/2021,800,1
5,87375,16/03/2021,800,1
5,11681,16/03/2021,800,1
5,11681,16/03/2021,800,1
4,11681,16/03/2021,800,1
5,11681,16/03/2021,800,1
4,74047,17/03/2021,800,1
5,74047,17/03/2021,800,1
3,28634,16/03/2021,800,1
3,74047,17/03/2021,800,1
5,74047,17/03/2021,800,1
4,58647,17/03/2021,800,1
4,58647,17/03/2021,800,1
4,58647,17/03/2021,800,1
5,28142,17/03/2021,800,1
3,28142,17/03/2021,800,1
3,28142,17/03/2021,800,1
4,28142,17/03/2021,800,1
3,65527,17/03/2021,800,1
4,65527,17/03/2021,800,1
3,65527,17/03/2021,800,1
3,64676,17/03/2021,800,1
5,36433,17/03/2021,800,1
4,36433,17/03/2021,800,1
3,36433,17/03/2021,800,1
4,49276,17/03/2021,800,1
4,49276,17/03/2021,800,1
5,49276,17/03/2021,800,1
5,49276,17/03/2021,800,1
4,49276,17/03/2021,800,1
5,49276,17/03/2021,800,2
4,49276,17/03/2021,800,1
4,49276,17/03/2021,800,2
5,49276,17/03/2021,800,1
5,73584,17/03/2021,800,2
3,13861,16/03/2021,800,2
4,13861,16/03/2021,800,1
4,13861,16/03/2021,800,1
4,76654,16/03/2021,800,1
4,76654,16/03/2021,800,1
3,76654,16/03/2021,800,1
5,25569,16/03/2021,800,1
4,25569,16/03/2021,800,1
4,25569,16/03/2021,800,1
3,57065,16/03/2021,800,1
3,57065,16/03/2021,800,1
3,57065,16/03/2021,800,1
3,39139,16/03/2021,800,1
4,39139,16/03/2021,800,1
3,39139,16/03/2021,800,1
5,39139,16/03/2021,800,1
3,23701,16/03/2021,800,1
3,23701,16/03/2021,800,2
3,23701,16/03/2021,800,1
5,23701,16/03/2021,800,1
3,23701,16/03/2021,800,1
4,82690,16/03/2021,800,1
5,82690,16/03/2021,800,1
5,82690,16/03/2021,800,1
4,82690,16/03/2021,800,1
4,89676,14/10/2022,800,1
3,89676,14/10/2022,800,1
4,89676,14/10/2022,800,1
4,89676,14/10/2022,800,1
3,89676,14/10/2022,800,1
5,89676,14/10/2022,800,1
5,94885,14/10/2022,800,1
3,94885,14/10/2022,800,1
4,94885,14/10/2022,800,1
3,94885,14/10/2022,800,1
4,94885,14/10/2022,800,1
4,94885,14/10/2022,800,1
3,94885,14/10/2022,800,1
3,31046,14/10/2022,800,1
3,31046,14/10/2022,800,1
4,31046,14/10/2022,800,1
4,31046,14/10/2022,800,1
5,31046,14/10/2022,800,1
5,31046,14/10/2022,800,1
3,31046,14/10/2022,800,1
4,31046,14/10/2022,800,1
4,31046,14/10/2022,800,1
3,31046,14/10/2022,800,1
5,31046,14/10/2022,800,1
5,31046,14/10/2022,800,1
4,33801,14/10/2022,800,1
4,33801,14/10/2022,800,1
3,99114,14/10/2022,800,1
5,99114,14/10/2022,800,1
3,99117,14/10/2022,800,1
4,99117,14/10/2022,800,1
3,99117,14/10/2022,800,1
3,99104,14/10/2022,800,1
5,99118,14/10/2022,800,1
4,99118,14/10/2022,800,1
4,99118,14/10/2022,800,1
3,99118,14/10/2022,800,1
4,89908,14/10/2022,800,1
3,73456,14/10/2022,800,2
5,73456,14/10/2022,800,2
3,73456,14/10/2022,800,2
3,73456,14/10/2022,800,2
4,73456,14/10/2022,800,1
3,73456,14/10/2022,800,1
5,2144,14/10/2022,800,1
5,2144,14/10/2022,800,1
4,33151,14/10/2022,800,1
3,33151,14/10/2022,800,1
3,91129,14/10/2022,800,1
5,99125,14/10/2022,800,1
3,61309,14/10/2022,800,1
3,11835,14/10/2022,800,1
4,11835,14/10/2022,800,1
5,61446,14/10/2022,800,1
4,61446,14/10/2022,800,1
5,33801,14/10/2022,800,1
3,99123,14/10/2022,800,1
3,99123,14/10/2022,800,1
4,99121,14/10/2022,832,1
5,86273,14/10/2022,832,1
5,86273,14/10/2022,832,1
4,74593,14/10/2022,832,1
4,91129,14/10/2022,832,1
4,99126,14/10/2022,832,1
5,61309,14/10/2022,844,1
5,54732,14/10/2022,844,1
4,54732,14/10/2022,844,1
5,19679,14/10/2022,844,1
3,19679,14/10/2022,844,1
4,19679,14/10/2022,844,1
5,19679,14/10/2022,844,1
3,19679,14/10/2022,852,1
5,84030,14/10/2022,857,1
3,84030,14/10/2022,900,1
5,84030,14/10/2022,900,1
3,84030,14/10/2022,900,1
5,99095,14/10/2022,900,1
3,99095,14/10/2022,900,1
3,99095,14/10/2022,900,1
4,72687,14/10/2022,900,1
3,35004,14/10/2022,900,1
3,35004,14/10/2022,900,1
4,92596,14/10/2022,900,1
5,92596,14/10/2022,900,1
3,34011,14/10/2022,900,1
5,34011,14/10/2022,900,1
4,34011,14/10/2022,900,1
5,99095,14/10/2022,900,1
3,99095,14/10/2022,900,1
5,35802,14/10/2022,900,1
5,35004,14/10/2022,900,1
3,35004,14/10/2022,900,1
3,35004,14/10/2022,900,1
3,91863,14/10/2022,900,1
3,91863,14/10/2022,900,1
5,91863,14/10/2022,900,1
3,99132,14/10/2022,900,1
5,99132,14/10/2022,900,1
4,98940,15/10/2022,900,1
3,98940,15/10/2022,900,1
3,98940,15/10/2022,900,1
5,98940,15/10/2022,900,1
3,76711,15/10/2022,900,1
3,76711,15/10/2022,912,1
2,76711,15/10/2022,923,1
2,76711,15/10/2022,923,1
2,98992,15/10/2022,923,1
1,99135,15/10/2022,923,1
2,99135,15/10/2022,923,1
2,99135,15/10/2022,923,1
2,50254,15/10/2022,923,1
1,50254,15/10/2022,923,1
2,50254,15/10/2022,923,1
3,50254,15/10/2022,923,1
2,50254,15/10/2022,923,1
3,50254,15/10/2022,923,1
1,50254,15/10/2022,923,1
3,50254,15/10/2022,923,1
1,50254,15/10/2022,923,1
3,26798,15/10/2022,923,1
1,26798,15/10/2022,923,1
3,26798,15/10/2022,1017,1
5,26798,15/10/2022,1017,1
3,26798,15/10/2022,1017,1
4,26798,15/10/2022,1017,1
5,58570,15/10/2022,1023,1
3,58570,15/10/2022,1023,1
3,58570,15/10/2022,1023,1
4,58570,15/10/2022,1023,1
5,58570,15/10/2022,1058,1
3,58570,15/10/2022,1099,1
4,31772,15/10/2022,1099,1
5,41300,15/10/2022,1099,1
5,41300,15/10/2022,1103,1
3,41300,15/10/2022,1103,1
4,41300,15/10/2022,1103,1
5,41300,15/10/2022,1103,1
5,94831,15/10/2022,1103,1
5,94831,15/10/2022,1103,1
4,94831,15/10/2022,1103,1
5,94831,15/10/2022,1133,1
5,99136,15/10/2022,1133,1
5,99136,15/10/2022,1133,1
3,99136,15/10/2022,1133,1
5,99136,15/10/2022,1133,1
4,99136,15/10/2022,1133,1
3,99136,15/10/2022,1133,1
4,99136,15/10/2022,1133,1
5,99136,15/10/2022,1133,1
3,99136,15/10/2022,1133,1
4,99136,15/10/2022,1133,1
5,99136,15/10/2022,1133,1
4,99136,15/10/2022,1133,1
3,99136,15/10/2022,1133,2
5,99136,15/10/2022,1133,1
4,33913,15/10/2022,1133,1
5,33913,15/10/2022,1133,1
4,33913,15/10/2022,1200,1
4,33913,15/10/2022,1200,1
3,23979,15/10/2022,1207,1
3,23979,15/10/2022,1220,1
5,88359,15/10/2022,1223,1
5,65146,15/10/2022,1223,1
4,83366,15/10/2022,1228,1
4,83366,15/10/2022,1290,1
5,83366,15/10/2022,1290,1
3,83366,15/10/2022,1290,1
3,83366,15/10/2022,1290,1
5,83366,15/10/2022,1290,1
4,83366,15/10/2022,1290,1
5,83366,15/10/2022,1290,1
5,77992,15/10/2022,1290,1
3,77992,15/10/2022,1290,1
3,77992,15/10/2022,1290,1
3,77992,15/10/2022,1290,1
3,27323,15/10/2022,1290,1
5,74459,15/10/2022,1290,1
5,74459,15/10/2022,1290,1
3,74459,15/10/2022,1290,1
3,13027,15/10/2022,1290,1
3,23734,15/10/2022,1290,1
5,23734,15/10/2022,1290,1
4,90378,15/10/2022,1290,1
5,90378,15/10/2022,1290,1
5,9398,15/10/2022,1290,1
3,9398,15/10/2022,1290,1
5,9398,15/10/2022,1290,1
5,9398,15/10/2022,1600,1
5,9398,15/10/2022,1600,1
4,86273,15/10/2022,1600,1
5,86273,15/10/2022,1600,1
5,99144,15/10/2022,1600,1
4,84195,15/10/2022,1600,1
5,84195,15/10/2022,1600,1
3,99145,15/10/2022,1600,1
5,95017,15/10/2022,1600,1
4,95017,15/10/2022,1600,1
4,95017,15/10/2022,1600,1
5,99137,15/10/2022,1600,1
4,99137,15/10/2022,1600,1
5,99138,15/10/2022,2022,1
4,99138,15/10/2022,2022,1
4,99138,15/10/2022,2022,1
3,99138,15/10/2022,2022,1
3,99098,15/10/2022,2022,1
5,66021,15/10/2022,2022,1
4,99139,15/10/2022,2022,1
5,99139,15/10/2022,2022,1
5,97577,15/10/2022,2022,1
5,97577,15/10/2022,2022,1
5,97577,15/10/2022,2022,1
3,85096,15/10/2022,2022,1
5,88895,15/10/2022,2022,1
4,88895,15/10/2022,2022,1
5,88895,15/10/2022,2022,1
3,88895,15/10/2022,2022,1
4,88895,15/10/2022,2022,1
5,88895,15/10/2022,2357,1
3,99140,15/10/2022,2357,1
4,99140,15/10/2022,2357,1
3,99140,15/10/2022,2357,1
3,22609,15/10/2022,2357,1
5,99141,15/10/2022,2357,1
5,45595,15/10/2022,2357,1
3,99142,15/10/2022,2357,1
3,99126,15/10/2022,2357,1
4,99126,15/10/2022,2357,1
4,56717,12/09/2022,2501,1
3,56717,12/09/2022,2501,1
4,56717,12/09/2022,2501,1
4,96938,13/09/2022,2501,1
4,96938,13/09/2022,2501,1
5,98714,13/09/2022,2501,1
5,21232,13/09/2022,2501,1
